getter,peers,micros,payload,rcv_flag,span
1,2,10000,32,0,1
1,2,10000,32,0,7
1,2,10000,32,0,8
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,2
1,2,10000,32,0,11
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,10
1,2,10000,32,0,1
1,2,10000,32,0,12
1,2,10000,32,0,2
1,2,10000,32,0,2
1,2,10000,32,0,2
1,2,10000,32,0,2
1,2,10000,32,0,8
1,2,10000,32,0,1
1,2,10000,32,0,12
1,2,10000,32,0,2
1,2,10000,32,0,2
1,2,10000,32,0,14
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,18
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,22
1,2,10000,32,0,14
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,11
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,13
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,32
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,11
1,2,10000,32,0,1
1,2,10000,32,0,13
1,2,10000,32,0,10
1,2,10000,32,0,8
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,12
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,10
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,11
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,9
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,12
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,7
1,2,10000,32,0,6
1,2,10000,32,0,5
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,18
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,9
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,17
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,0
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,8
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,14
1,2,10000,32,0,11
1,2,10000,32,0,2
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,9
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,33
1,2,10000,32,0,10
1,2,10000,32,0,8
1,2,10000,32,0,1
1,2,10000,32,0,10
1,2,10000,32,0,1
1,2,10000,32,0,40
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,10
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,0
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,20
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,28
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,23
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,17
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,47
1,2,10000,32,0,32
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,19
1,2,10000,32,0,26
1,2,10000,32,0,1
1,2,10000,32,0,0
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,11
1,2,10000,32,0,1
1,2,10000,32,0,45
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,41
1,2,10000,32,0,2
1,2,10000,32,0,25
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,25
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,20
1,2,10000,32,0,20
1,2,10000,32,0,26
1,2,10000,32,0,25
1,2,10000,32,0,42
1,2,10000,32,0,29
1,2,10000,32,0,1
1,2,10000,32,0,0
1,2,10000,32,0,0
1,2,10000,32,0,0
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,13
1,2,10000,32,0,13
1,2,10000,32,0,1
1,2,10000,32,0,8
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,27
1,2,10000,32,0,1
1,2,10000,32,0,10
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,0
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,12
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,30
1,2,10000,32,0,1
1,2,10000,32,0,9
1,2,10000,32,0,22
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,18
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,14
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,23
1,2,10000,32,0,11
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,7
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,2
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,10
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,12
1,2,10000,32,0,1
1,2,10000,32,0,25
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,7
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,21
1,2,10000,32,0,11
1,2,10000,32,0,2
1,2,10000,32,0,34
1,2,10000,32,0,45
1,2,10000,32,0,2
1,2,10000,32,0,9
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,17
1,2,10000,32,0,2
1,2,10000,32,0,12
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,7
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,11
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,8
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,0
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,15
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,9
1,2,10000,32,0,22
1,2,10000,32,0,1
1,2,10000,32,0,10
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,9
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,0
1,2,10000,32,0,1
1,2,10000,32,0,19
1,2,10000,32,0,0
1,2,10000,32,0,1
1,2,10000,32,0,19
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,21
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,11
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,0
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,36
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,8
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,20
1,2,10000,32,0,1
1,2,10000,32,0,10
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,8
1,2,10000,32,0,1
1,2,10000,32,0,11
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,26
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,10
1,2,10000,32,0,9
1,2,10000,32,0,8
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,10
1,2,10000,32,0,1
1,2,10000,32,0,8
1,2,10000,32,0,1
1,2,10000,32,0,0
1,2,10000,32,0,1
1,2,10000,32,0,6
1,2,10000,32,0,1
1,2,10000,32,0,9
1,2,10000,32,0,9
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,10
1,2,10000,32,0,13
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,7
1,2,10000,32,0,1
1,2,10000,32,0,9
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,11
1,2,10000,32,0,1
1,2,10000,32,0,18
1,2,10000,32,0,1
1,2,10000,32,0,17
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,0
1,2,10000,32,0,1
1,2,10000,32,0,9
1,2,10000,32,0,52
1,2,10000,32,0,155
1,2,10000,32,0,31
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,15
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,2
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,17
1,2,10000,32,0,1
1,2,10000,32,0,14
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,12
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,15
1,2,10000,32,0,1
1,2,10000,32,0,15
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,18
1,2,10000,32,0,11
1,2,10000,32,0,11
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,15
1,2,10000,32,0,29
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,10
1,2,10000,32,0,24
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,2
1,2,10000,32,0,10
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,1
1,2,10000,32,0,2
1,2,1000,32,0,17
1,2,1000,32,0,2
1,2,1000,32,0,1
1,2,1000,32,0,1
1,2,1000,32,0,1
1,2,1000,32,0,1
1,2,1000,32,0,12
1,2,1000,32,0,1
1,2,1000,32,0,6
1,2,1000,32,0,1
1,2,1000,32,0,1
1,2,1000,32,0,1
1,2,1000,32,0,1
1,2,1000,32,0,1
1,2,1000,32,0,1
1,2,1000,32,0,1
1,2,1000,32,0,1
1,2,1000,32,0,2
1,2,1000,32,0,1
1,2,1000,32,0,1
1,2,1000,32,0,2
1,2,1000,32,0,1
1,2,1000,32,0,7
1,2,1000,32,0,7
1,2,1000,32,0,1
1,2,1000,32,0,1
1,2,1000,32,0,1
1,2,1000,32,0,1
1,2,1000,32,0,0
1,2,1000,32,0,24
1,2,1000,32,0,11
1,2,1000,32,0,12
1,2,1000,32,0,1
1,2,1000,32,0,1
1,2,1000,32,0,0
1,2,1000,32,0,1
1,2,1000,32,0,0
1,2,1000,32,0,13
1,2,1000,32,0,1
1,2,1000,32,0,0
1,2,1000,32,0,1
1,2,1000,32,0,0
1,2,1000,32,0,12
